id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
3654,Hyundai Elite i20,2016,66630,2,PETROL,GJ-01,Manual,HatchBack,577000
3655,Maruti Swift,2017,94926,1,DIESEL,KA-05,Manual,HatchBack,705000
3656,Hyundai Elite i20,2019,35889,1,PETROL,MH-46,Manual,HatchBack,599000
3657,Maruti Swift,2014,79320,1,PETROL,DL-4C,Manual,HatchBack,340000
3658,Maruti Baleno,2016,20049,2,PETROL,MH-02,Automatic,HatchBack,612000
3659,Hyundai i10,2011,67314,1,PETROL,WB-06,Manual,HatchBack,169000
3660,Mahindra TUV300,2016,70625,1,DIESEL,GJ-01,Manual,SUV,615000
3661,Maruti Ritz,2012,124401,1,PETROL,,Manual,HatchBack,201000
3662,Toyota YARIS,2020,33437,1,DIESEL,KA-41,Automatic,Sedan,1658000
3663,Hyundai Verna,2011,52807,1,DIESEL,PB-03,Manual,Sedan,550000
3664,Honda Amaze,2019,66854,2,PETROL,TN-02,Automatic,Sedan,843000
3665,Maruti Celerio,2018,59028,1,PETROL,TS-17,Manual,HatchBack,477000
3666,Honda WR-V,2021,23861,1,PETROL,TN-14,Manual,SUV,880000
3667,Toyota YARIS,2020,96940,1,PETROL,AP-39,Automatic,Sedan,940000
3668,Maruti Swift Dzire,2014,51028,1,DIESEL,TN-14,Manual,Sedan,568000
3669,Maruti Zen Estilo,2010,82224,1,PETROL,DL-3C,Manual,HatchBack,157000
3670,Hyundai NEW SANTRO,2021,32150,1,CNG,DL-7C,Manual,HatchBack,551000
3671,Maruti Baleno,2019,61113,1,PETROL,WB-26,Automatic,HatchBack,742000
3672,Hyundai i20,2013,90106,2,DIESEL,KA-01,Manual,HatchBack,388000
3673,Maruti Alto 800,2017,84685,1,PETROL,MH-12,Manual,HatchBack,318000
3674,Maruti Baleno,2017,41500,2,PETROL,KA-05,Automatic,HatchBack,728000
3675,Hyundai Verna,2018,10821,1,PETROL,KA-04,Manual,Sedan,781000
3676,Maruti Celerio,2015,80029,1,PETROL,DL-9C,Manual,HatchBack,323000
3677,Maruti Baleno,2020,56177,1,PETROL,GJ-18,Manual,HatchBack,644000
3678,Maruti Baleno,2018,27122,1,PETROL,DL-8C,Manual,HatchBack,605000
3679,Maruti Swift,2021,32161,1,PETROL,HR-72,Manual,HatchBack,545000
3680,Hyundai Grand i10,2017,40795,1,PETROL,DL-4C,Manual,HatchBack,474000
3681,Hyundai Verna,2016,41207,1,PETROL,TN-05,Manual,Sedan,666000
3682,Tata PUNCH,2022,8001,1,PETROL,GJ-01,Automatic,SUV,866250
3683,Maruti Celerio,2018,51052,1,CNG,MH-14,Manual,HatchBack,536000
3684,Maruti Swift,2013,88163,2,DIESEL,KA-51,Manual,HatchBack,454000
3685,Renault TRIBER,2019,32435,1,PETROL,MH-43,Manual,SUV,612000
3686,Honda Civic,2019,33836,1,PETROL,UP-16,Automatic,Sedan,981000
3687,Honda City,2017,29517,1,PETROL,KA-51,Automatic,Sedan,1037000
3688,Honda City,2016,53326,2,PETROL,TS-03,Manual,Sedan,660000
3689,Hyundai i20,2011,62929,1,PETROL,UP-80,Manual,HatchBack,280000
3690,Nissan Terrano,2015,59295,1,DIESEL,UP-16,Manual,SUV,406000
3691,Maruti Alto K10,2018,34240,1,PETROL,KA-68,Manual,HatchBack,385000
3692,Honda City,2018,51414,1,PETROL,MH-47,Manual,Sedan,580000
3693,Renault Kwid,2019,40481,1,PETROL,WB-26,Manual,HatchBack,378000
3694,Maruti Alto 800,2018,33043,1,PETROL,PB-70,Manual,HatchBack,326000
3695,Maruti Celerio,2017,88386,2,CNG,GJ-01,Manual,HatchBack,400000
3696,Maruti Alto K10,2014,32940,2,PETROL,MH-12,Manual,HatchBack,277000
3697,Maruti Wagon R 1.0,2015,52439,3,PETROL,GJ-05,Manual,HatchBack,324000
3698,Maruti Alto 800,2016,40463,1,PETROL,WB-02,Manual,HatchBack,230000
3699,Hyundai i10,2011,118300,2,PETROL,,Manual,HatchBack,274000
3700,Maruti Celerio,2017,113785,1,PETROL,,Automatic,HatchBack,414000
3701,Ford New Figo,2019,43159,1,PETROL,MH-12,Automatic,HatchBack,669000
3702,Maruti Swift,2013,69748,2,PETROL,KA-09,Manual,HatchBack,448000
3703,Maruti Ertiga,2014,75603,1,DIESEL,WB-08,Manual,SUV,483000
3704,Maruti Swift,2014,40337,1,PETROL,KA-53,Manual,HatchBack,599000
3705,Maruti Baleno,2019,19613,1,PETROL,DL-8C,Manual,HatchBack,634000
3706,Hyundai i20,2010,61302,1,PETROL,DL-1C,Manual,HatchBack,262000
3707,Hyundai i20 Active,2017,69786,2,PETROL,TN-10,Manual,HatchBack,604000
3708,Maruti XL6,2021,20593,1,PETROL,DL-8C,Manual,SUV,1016000
3709,Mahindra XUV 3OO,2021,15036,1,DIESEL,GJ-01,Automatic,SUV,1248000
3710,Maruti Swift,2012,37480,2,PETROL,MH-01,Manual,HatchBack,347000
3711,Maruti Swift,2013,70254,3,PETROL,DL-6C,Manual,HatchBack,297000
3712,Maruti Swift,2012,117622,1,DIESEL,MH-31,Manual,HatchBack,335000
3713,Tata NEXON,2019,73019,1,PETROL,MH-40,Manual,SUV,855000
3714,Honda Amaze,2018,87335,1,CNG,MH-02,Automatic,Sedan,636000
3715,Ford FREESTYLE,2018,62700,2,PETROL,KA-51,Manual,SUV,550000
3716,Skoda Octavia,2019,39777,1,PETROL,KA-05,Automatic,Lux_sedan,1800000
3717,Hyundai Grand i10,2019,59689,1,CNG,MH-12,Manual,HatchBack,528000
3718,Maruti S PRESSO,2021,15286,2,CNG,MH-04,Manual,HatchBack,470000
3719,Honda WR-V,2018,42841,1,DIESEL,MH-03,Manual,SUV,789000
3720,Hyundai Grand i10,2018,61189,1,PETROL,MP-15,Manual,HatchBack,443000
3721,Hyundai NEW SANTRO,2018,28364,1,PETROL,MH-12,Manual,HatchBack,495000
3722,Honda Amaze,2016,86894,1,PETROL,GJ-27,Manual,Sedan,504000
3723,Hyundai Grand i10,2017,80700,1,CNG,MH-04,Manual,HatchBack,448000
3724,Datsun Redi Go,2021,6227,1,PETROL,KL-05,Manual,HatchBack,358000
3725,Maruti Alto 800,2018,57300,1,PETROL,TN-11,Manual,HatchBack,302000
3726,Toyota Etios Liva,2016,36589,1,PETROL,MH-43,Manual,HatchBack,429000
3727,Hyundai Grand i10,2016,52263,1,PETROL,MH-31,Manual,HatchBack,441000
3728,Honda Jazz,2016,74374,1,PETROL,DL-14,Manual,HatchBack,439000
3729,Maruti Swift Dzire,2010,69975,1,PETROL,DL-3C,Manual,Sedan,193000
3730,Toyota Etios Liva,2012,121735,2,PETROL,,Manual,HatchBack,331000
3731,Hyundai Verna,2016,34108,1,PETROL,KA-04,Automatic,Sedan,733000
3732,Maruti Alto 800,2013,73065,1,PETROL,KA-04,Manual,HatchBack,254800
3733,Hyundai Elite i20,2018,42839,2,PETROL,KL-11,Manual,HatchBack,605000
3734,Renault Kwid,2021,42238,1,PETROL,RJ-45,Manual,HatchBack,382000
3735,Maruti IGNIS,2018,13535,2,PETROL,MP-09,Automatic,HatchBack,501000
3736,Maruti Ertiga,2014,62134,2,PETROL,MH-05,Manual,SUV,614000
3737,Hyundai i10,2015,35215,1,PETROL,DL-12,Manual,HatchBack,311000
3738,Hyundai i10,2015,76938,1,PETROL,KA-01,Manual,HatchBack,398800
3739,Maruti Baleno,2021,14130,1,PETROL,PB-09,Manual,HatchBack,594000
3740,Tata TIGOR,2022,25533,1,CNG,MH-12,Manual,Sedan,877000
3741,Hyundai Elite i20,2018,37132,1,PETROL,MH-04,Manual,HatchBack,591000
3742,Datsun Go,2014,62884,1,PETROL,WB-24,Manual,HatchBack,179000
3743,Renault Kiger,2021,27839,1,PETROL,KA-14,Manual,HatchBack,801000
3744,Maruti Alto K10,2010,79011,1,PETROL,DL-9C,Manual,HatchBack,166000
3745,Hyundai Grand i10,2016,115758,1,PETROL,,Manual,HatchBack,424000
3746,Maruti Alto,2021,15727,1,PETROL,GJ-05,Manual,HatchBack,407000
3747,Hyundai Eon,2013,56780,2,PETROL,KA-04,Manual,HatchBack,207000
3748,Volkswagen Polo,2011,117773,1,PETROL,,Manual,HatchBack,271000
3749,Maruti Alto,2020,8142,2,PETROL,HR-26,Manual,HatchBack,365000
3750,Hyundai Creta,2020,92108,1,DIESEL,HR-36,Manual,SUV,1061000
3751,Honda City,2015,13267,1,PETROL,MH-47,Manual,Sedan,816000
3752,Maruti Wagon R 1.0,2016,58426,1,PETROL,TN-09,Manual,HatchBack,394000
3753,KIA SELTOS,2020,63008,1,PETROL,TS-09,Automatic,SUV,1778000
3754,Maruti Swift,2020,76419,1,PETROL,TN-11,Manual,HatchBack,630000
3755,Renault Kwid,2018,40003,2,PETROL,KA-01,Manual,HatchBack,334000
3756,Maruti Swift,2016,62979,2,PETROL,KL-07,Manual,HatchBack,549000
3757,Maruti Alto K10,2010,53614,1,PETROL,MH-14,Manual,HatchBack,171000
3758,Maruti Wagon R 1.0,2015,53645,1,PETROL,TS-07,Manual,HatchBack,363000
3759,Maruti Swift,2021,22321,1,PETROL,GJ-01,Manual,HatchBack,658000
3760,Hyundai i10,2010,23937,2,PETROL,UP-14,Manual,HatchBack,172000
3761,Hyundai Elite i20,2016,37871,1,PETROL,DL-1C,Manual,HatchBack,566000
3762,Maruti Swift,2013,121617,2,PETROL,,Manual,HatchBack,379000
3763,Hyundai Eon,2013,63628,3,PETROL,GJ-01,Manual,HatchBack,181000
3764,Honda City,2014,37991,1,PETROL,DL-9C,Manual,Sedan,686000
3765,Maruti Wagon R 1.0,2013,63744,1,PETROL,AP-28,Manual,HatchBack,281000
3766,Hyundai Grand i10,2017,28490,1,PETROL,GJ-27,Manual,HatchBack,518000
3767,Maruti Alto 800,2018,51866,1,PETROL,MH-49,Manual,HatchBack,327000
3768,Hyundai Verna,2018,50535,2,PETROL,UP-78,Manual,Sedan,788000
3769,Maruti IGNIS,2019,30013,1,PETROL,MH-12,Manual,HatchBack,565000
3770,Maruti Swift,2019,24300,2,PETROL,BR-01,Manual,HatchBack,490000
3771,Maruti Wagon R 1.0,2017,45376,1,PETROL,KL-66,Manual,HatchBack,386000
3772,Maruti Swift,2015,20817,1,PETROL,TN-04,Manual,HatchBack,527000
3773,Maruti Swift,2015,84771,2,PETROL,WB-24,Manual,HatchBack,340000
3774,Maruti Alto K10,2017,63016,1,PETROL,MH-14,Automatic,HatchBack,355000
3775,Maruti Vitara Brezza,2018,66502,1,DIESEL,UP-37,Automatic,SUV,791000
3776,Hyundai VENUE,2020,37312,1,PETROL,TS-19,Manual,SUV,1024000
3777,Honda City,2017,49044,1,PETROL,RJ-14,Automatic,Sedan,855000
3778,Honda WR-V,2019,56529,1,PETROL,DL-11,Manual,SUV,715000
3779,Maruti Baleno,2017,120311,1,PETROL,,Automatic,HatchBack,623000
3780,Maruti Wagon R 1.0,2017,30027,1,PETROL,BR-01,Manual,HatchBack,366000
3781,Maruti Swift,2019,63802,2,PETROL,TS-07,Manual,HatchBack,681000
3782,Tata TIGOR,2019,83261,2,PETROL,KA-03,Manual,Sedan,606000
3783,Maruti Alto 800,2013,108636,1,PETROL,,Manual,HatchBack,219000
3784,Hyundai NEW SANTRO,2021,21080,1,PETROL,TN-07,Manual,HatchBack,542000
3785,Maruti S PRESSO,2022,14757,1,PETROL,PB-08,Manual,HatchBack,482000
3786,Maruti Swift Dzire,2015,38338,1,PETROL,MP-04,Manual,Sedan,505000
3787,Maruti Ciaz,2019,82948,1,DIESEL,WB-02,Manual,Sedan,576000
3788,Hyundai Creta,2016,87921,1,PETROL,MH-02,Automatic,SUV,946000
3789,Maruti Alto K10,2015,58475,1,PETROL,HR-51,Manual,HatchBack,241000
3790,Renault Kwid,2017,61374,1,PETROL,MH-46,Manual,HatchBack,315000
3791,Maruti Swift,2014,68306,1,PETROL,KA-03,Manual,HatchBack,534000
3792,Honda City,2011,54477,2,PETROL,DL-10,Manual,Sedan,761000
3793,Maruti Swift Dzire,2015,45622,1,PETROL,MH-03,Manual,Sedan,340000
3794,Hyundai i10,2015,70945,2,PETROL,KA-06,Manual,HatchBack,360000
3795,Maruti Alto K10,2018,28971,1,PETROL,KL-39,Automatic,HatchBack,412000
3796,Hyundai VENUE,2019,34290,1,PETROL,MH-43,Automatic,SUV,988000
3797,Hyundai Verna,2020,47833,1,PETROL,GJ-01,Manual,Sedan,865000
3798,Maruti Swift,2017,99511,1,PETROL,MH-47,Manual,HatchBack,513000
3799,Hyundai Verna,2018,18046,2,PETROL,KA-03,Automatic,Sedan,855000
3800,KIA SONET,2020,54956,1,DIESEL,TN-78,Manual,SUV,1148000
3801,Maruti Baleno,2017,77813,1,DIESEL,MH-04,Manual,HatchBack,602000
3802,Maruti Ciaz,2020,19472,1,PETROL,KA-04,Manual,Sedan,1070000
3803,Maruti Alto,2022,29930,1,PETROL,HR-34,Manual,HatchBack,343000
3804,Hyundai Elite i20,2016,72534,1,PETROL,KA-04,Manual,HatchBack,644000
3805,Renault Kwid,2018,34430,2,PETROL,TS-07,Automatic,HatchBack,420350
3806,Honda Amaze,2018,41545,1,PETROL,MH-12,Manual,Sedan,575000
3807,Ford Ecosport,2013,59978,2,PETROL,WB-02,Manual,SUV,430000
3808,Hyundai Elite i20,2019,34825,1,PETROL,UP-32,Manual,HatchBack,590000
3809,Maruti Baleno,2017,80137,1,PETROL,DL-8C,Manual,HatchBack,501000
3810,Maruti Dzire,2018,41462,1,PETROL,KA-01,Automatic,Sedan,1102000
3811,Maruti Baleno,2017,46754,1,PETROL,TN-07,Manual,HatchBack,539000
3812,Hyundai GRAND I10 NIOS,2019,18223,1,PETROL,DL-10,Manual,HatchBack,580000
3813,Tata TIGOR,2021,70179,1,PETROL,WB-42,Manual,Sedan,532000
3814,Ford Ecosport,2019,23724,1,PETROL,MH-14,Manual,SUV,833000
3815,Ford Ecosport,2018,94521,1,DIESEL,CH-01,Manual,SUV,718000
3816,Hyundai VENUE,2019,35706,1,PETROL,GJ-09,Manual,SUV,846000
3817,Maruti Swift,2012,97868,1,DIESEL,KA-34,Manual,HatchBack,456000
3818,Hyundai AURA,2021,38814,1,PETROL,DL-14,Manual,Sedan,627000
3819,Hyundai Grand i10,2014,16608,1,PETROL,KA-51,Automatic,HatchBack,526000
3820,Honda Amaze,2019,94218,1,DIESEL,KA-02,Manual,Sedan,611000
3821,Maruti IGNIS,2017,23727,1,PETROL,HR-87,Manual,HatchBack,425000
3822,Hyundai Verna,2018,51078,1,PETROL,DL-3C,Manual,Sedan,390000
3823,Maruti Swift,2017,22171,1,PETROL,DL-4C,Manual,HatchBack,426000
3824,Datsun Go Plus,2017,6596,1,PETROL,MH-43,Manual,HatchBack,335000
3825,Hyundai Eon,2016,38662,1,PETROL,KL-43,Manual,HatchBack,249000
3826,Hyundai i10,2011,70681,1,PETROL,KA-03,Manual,HatchBack,317000
3827,Honda Brio,2015,65394,1,PETROL,KA-03,Manual,HatchBack,455200
3828,Maruti Vitara Brezza,2016,64794,1,DIESEL,UP-14,Manual,SUV,599000
3829,Maruti Wagon R 1.0,2015,33034,1,PETROL,DL-4C,Manual,HatchBack,331600
3830,Skoda SLAVIA,2022,53582,1,DIESEL,GJ-06,Manual,Sedan,874000
3831,Hyundai Grand i10,2018,23874,1,PETROL,DL-10,Manual,HatchBack,500000
3832,Tata TIAGO NRG,2019,51527,2,PETROL,KA-41,Manual,HatchBack,543000
3833,Mahindra XUV500,2019,30853,1,DIESEL,KA-03,Automatic,Lux_SUV,1790000
3834,Maruti Baleno,2020,39705,1,PETROL,MP-13,Manual,HatchBack,636000
3835,Hyundai GRAND I10 NIOS,2019,42299,2,PETROL,UP-15,Manual,HatchBack,506000
3836,Maruti Swift Dzire,2013,29811,1,PETROL,MH-02,Manual,Sedan,434000
3837,Volkswagen Ameo,2017,26282,1,PETROL,KA-42,Automatic,Sedan,970000
3838,Hyundai Creta,2015,76888,1,PETROL,DL-8C,Manual,SUV,706000
3839,Maruti Ritz,2011,51640,1,PETROL,GJ-01,Manual,HatchBack,233000
3840,Hyundai Xcent,2014,68677,1,PETROL,WB-02,Manual,Sedan,379000
3841,Maruti Swift,2013,49347,1,PETROL,HR-26,Manual,HatchBack,348000
3842,Ford Ecosport,2021,11915,1,PETROL,MH-14,Automatic,SUV,1098000
3843,Maruti Wagon R 1.0,2017,22906,1,PETROL,MH-05,Manual,HatchBack,387000
3844,Maruti Alto,2011,48360,1,PETROL,DL-4C,Manual,HatchBack,173000
3845,Maruti Baleno,2019,62610,1,PETROL,DL-2C,Manual,HatchBack,535000
3846,Skoda Octavia,2017,94157,2,DIESEL,MH-43,Automatic,Lux_sedan,1415000
3847,Tata NEXON,2019,27425,2,PETROL,TN-75,Manual,SUV,789000
3848,Maruti Alto 800,2018,50603,1,PETROL,TN-12,Manual,HatchBack,315000
3849,Maruti Vitara Brezza,2018,63812,1,DIESEL,MH-47,Manual,SUV,818000
3850,Tata Zest,2018,104628,3,CNG,PB-03,Manual,Sedan,350000
3851,Maruti S Cross,2017,81386,1,DIESEL,UP-32,Manual,SUV,614000
3852,Hyundai i10,2012,123059,1,PETROL,,Manual,HatchBack,214000
3853,Renault Kwid,2017,64024,1,PETROL,KA-02,Manual,HatchBack,374000
3854,Tata Tiago,2020,15907,2,PETROL,TS-08,Manual,HatchBack,537000
3855,Maruti Alto 800,2019,23204,1,PETROL,TN-07,Manual,HatchBack,308000
3856,Hyundai Elite i20,2017,31463,1,PETROL,TN-22,Manual,HatchBack,682000
3857,Maruti Alto K10,2017,44648,2,PETROL,TN-63,Manual,HatchBack,358000
3858,Honda Jazz,2018,24575,1,PETROL,MH-04,Manual,HatchBack,582000
3859,Maruti Celerio,2016,23308,1,PETROL,KA-03,Automatic,HatchBack,487000
3860,Hyundai Grand i10,2015,71730,2,PETROL,KA-04,Manual,HatchBack,420000
3861,Maruti Baleno,2017,63559,2,PETROL,TN-05,Automatic,HatchBack,629000
3862,Mahindra KUV 100 NXT,2017,21732,1,PETROL,TS-08,Manual,SUV,411000
3863,Tata PUNCH,2022,10093,1,PETROL,TN-09,Manual,SUV,737000
3864,Maruti New Wagon-R,2021,15632,1,CNG,BR-01,Manual,HatchBack,592000
3865,Hyundai Grand i10,2015,74732,1,PETROL,HR-26,Manual,HatchBack,437000
3866,Hyundai Grand i10,2017,28608,1,PETROL,TN-21,Manual,HatchBack,505000
3867,Honda WR-V,2021,19044,1,PETROL,PB-03,Manual,SUV,801000
3868,Maruti Baleno,2017,94529,1,PETROL,DL-9C,Automatic,HatchBack,528000
3869,Honda WR-V,2019,69396,1,DIESEL,BR-06,Manual,SUV,744000
3870,Maruti Ciaz,2019,73980,1,PETROL,WB-02,Manual,Sedan,298000
3871,Hyundai Grand i10,2018,46632,1,PETROL,TS-10,Manual,HatchBack,549000
3872,Hyundai Eon,2015,75184,1,PETROL,TN-06,Manual,HatchBack,304000
3873,Hyundai Grand i10,2018,54795,3,PETROL,DL-1C,Manual,HatchBack,414000
3874,Hyundai Verna,2013,60366,1,PETROL,MH-02,Manual,Sedan,333000
3875,Honda WR-V,2017,44367,1,PETROL,BR-01,Manual,SUV,700000
3876,Honda City,2017,70424,2,PETROL,TS-07,Automatic,Sedan,703000
3877,Maruti Alto 800,2018,38778,2,PETROL,TN-59,Manual,HatchBack,341000
3878,Maruti Alto 800,2017,76580,1,PETROL,TS-07,Manual,HatchBack,302000
3879,Skoda Rapid,2018,37195,2,CNG,HR-26,Automatic,Sedan,913000
3880,Maruti Baleno,2016,87367,1,PETROL,TN-13,Manual,HatchBack,533000
3881,Honda Amaze,2013,73041,1,PETROL,AP-28,Manual,Sedan,370000
3882,Maruti Wagon R 1.0,2016,55768,2,PETROL,KA-01,Manual,HatchBack,405000
3883,Maruti IGNIS,2018,52777,1,PETROL,UP-16,Automatic,HatchBack,549000
3884,Maruti XL6,2020,27295,1,PETROL,MH-12,Manual,SUV,1038000
3885,Hyundai Grand i10,2016,41986,1,PETROL,PB-02,Manual,HatchBack,437000
3886,Volkswagen Ameo,2019,0,1,PETROL,DL-14,Manual,Sedan,604000
3887,Hyundai Grand i10,2019,27227,2,PETROL,KA-04,Manual,HatchBack,587000
3888,Maruti Swift Dzire,2012,98497,1,DIESEL,CH-01,Manual,Sedan,352000
3889,Maruti Celerio,2016,43291,1,PETROL,PB-65,Automatic,HatchBack,417000
3890,Hyundai Verna,2018,59067,2,PETROL,KA-53,Manual,Sedan,418000
3891,Honda City,2015,70916,1,PETROL,GJ-01,Manual,Sedan,896000
3892,Maruti Swift,2010,47741,1,PETROL,DL-3C,Manual,HatchBack,207000
3893,Volkswagen Polo,2014,29849,1,PETROL,MH-12,Manual,HatchBack,517000
3894,Hyundai GRAND I10 NIOS,2021,10559,1,PETROL,TN-58,Automatic,HatchBack,752000
3895,Honda Jazz,2017,53491,2,PETROL,DL-14,Manual,HatchBack,517000
3896,Hyundai Santro Xing,2013,51645,1,PETROL,HR-26,Manual,HatchBack,235000
3897,Hyundai NEW I20,2021,12007,1,PETROL,RJ-45,Manual,HatchBack,695000
3898,Hyundai Creta,2017,97420,1,DIESEL,CH-01,Manual,SUV,697000
3899,Hyundai i10,2013,53812,3,PETROL,MH-12,Automatic,HatchBack,316000
3900,Hyundai Grand i10,2017,22739,2,PETROL,KA-53,Automatic,HatchBack,643000
3901,Hyundai Grand i10,2017,17698,2,PETROL,DL-10,Manual,HatchBack,465000
3902,Maruti Ciaz,2018,90059,1,PETROL,DL-4C,Manual,Sedan,407000
3903,Ford Ecosport,2020,31724,1,PETROL,KA-04,Automatic,SUV,972000
3904,Maruti Celerio,2016,48810,1,PETROL,MH-05,Manual,HatchBack,389000
3905,Hyundai ALCAZAR,2022,30646,1,DIESEL,TS-16,Automatic,SUV,2031000
3906,Honda Brio,2012,60203,2,PETROL,MH-02,Manual,HatchBack,285000
3907,Tata TIGOR,2022,49471,1,CNG,UP-32,Manual,Sedan,733000
3908,Mahindra XUV500,2018,66470,2,DIESEL,UP-14,Automatic,Lux_SUV,1045000
3909,Maruti Celerio,2016,87612,1,CNG,MH-12,Manual,HatchBack,440000
3910,Maruti Vitara Brezza,2018,70167,2,DIESEL,TS-13,Manual,SUV,694000
3911,Hyundai NEW SANTRO,2019,38237,2,PETROL,KL-18,Manual,HatchBack,394000
3912,Hyundai Grand i10,2015,53324,2,PETROL,KA-02,Manual,HatchBack,472000
3913,Hyundai Elite i20,2018,56685,1,PETROL,TN-10,Manual,HatchBack,657000
3914,Maruti IGNIS,2018,35339,1,PETROL,TS-07,Automatic,HatchBack,574000
3915,Hyundai Elite i20,2015,99658,1,PETROL,MH-05,Manual,HatchBack,506000
3916,KIA SELTOS,2020,15955,1,PETROL,KA-05,Manual,SUV,1449000
3917,Maruti Swift Dzire,2014,73324,1,PETROL,MH-46,Manual,Sedan,495000
3918,Hyundai Grand i10,2015,71223,1,PETROL,HR-51,Manual,HatchBack,372000
3919,Hyundai VENUE,2020,109125,1,DIESEL,TS-11,Manual,SUV,833000
3920,Maruti Ciaz,2018,63950,1,PETROL,WB-02,Manual,Sedan,402650
3921,Nissan Terrano,2018,41040,1,PETROL,TN-58,Manual,SUV,760000
3922,Honda Jazz,2015,72596,3,PETROL,MH-47,Manual,HatchBack,437000
3923,Hyundai Elite i20,2016,40108,1,PETROL,DL-7C,Manual,HatchBack,569000
3924,Hyundai i10,2016,98602,2,PETROL,KA-64,Manual,HatchBack,349000
3925,Hyundai Verna,2011,42878,1,PETROL,MH-47,Manual,Sedan,797000
3926,Maruti Dzire,2017,87184,1,PETROL,DL-9C,Manual,Sedan,546000
3927,Maruti Alto,2021,28155,1,CNG,RJ-02,Manual,HatchBack,408000
3928,Hyundai Creta,2016,88755,1,DIESEL,WB-02,Manual,SUV,636000
3929,Maruti Wagon R 1.0,2013,114221,3,CNG,MH-03,Manual,HatchBack,268000
3930,Maruti Vitara Brezza,2016,68943,1,DIESEL,MP-04,Manual,SUV,666000
3931,Honda Amaze,2014,103336,3,DIESEL,KL-17,Manual,Sedan,245000
3932,Hyundai NEW I20,2021,19709,1,PETROL,GJ-05,Manual,HatchBack,785000
3933,Hyundai Elite i20,2019,76579,1,DIESEL,BR-01,Manual,HatchBack,687000
3934,Mahindra XUV500,2014,93088,1,DIESEL,KA-09,Manual,Lux_SUV,862000
3935,Maruti Wagon R 1.0,2010,80320,1,PETROL,TN-07,Manual,HatchBack,299000
3936,Toyota Glanza,2020,25940,1,PETROL,UP-78,Manual,HatchBack,699000
3937,Maruti Swift,2018,55946,1,DIESEL,GJ-27,Manual,HatchBack,646000
3938,Hyundai i10,2010,30712,2,PETROL,DL-7C,Manual,HatchBack,165000
3939,Hyundai Eon,2012,49985,2,PETROL,KA-51,Manual,HatchBack,290000
3940,Tata NEXON,2022,24223,1,DIESEL,MH-12,Manual,SUV,1227000
3941,Hyundai NEW SANTRO,2022,13673,1,CNG,TS-08,Manual,HatchBack,691000
3942,Renault Kiger,2021,7450,1,PETROL,UP-78,Manual,HatchBack,739000
3943,Maruti Baleno,2017,31085,2,PETROL,TN-09,Automatic,HatchBack,661000
3944,Ford Ecosport,2018,90114,1,DIESEL,TS-07,Manual,SUV,811000
3945,Honda City,2019,63366,2,PETROL,DL-8C,Manual,Sedan,545000
3946,Skoda Rapid,2014,61033,2,PETROL,KA-04,Manual,Sedan,528000
3947,Maruti Swift,2015,25610,1,PETROL,MH-40,Manual,HatchBack,523000
3948,Maruti Swift Dzire,2012,29742,1,PETROL,GJ-27,Manual,Sedan,558000
3949,Hyundai Elite i20,2016,29220,2,PETROL,MH-02,Manual,HatchBack,523000
3950,Maruti Baleno,2020,30469,1,PETROL,HR-82,Manual,HatchBack,664000
3951,Hyundai NEW SANTRO,2019,71636,1,PETROL,KA-04,Manual,HatchBack,429000
3952,Maruti Alto,2019,62809,1,PETROL,UP-72,Manual,HatchBack,278000
3953,Maruti Vitara Brezza,2018,105318,1,DIESEL,TN-59,Manual,SUV,832000
3954,Hyundai NEW SANTRO,2019,64350,1,PETROL,TN-85,Manual,HatchBack,505000
3955,Maruti New Wagon-R,2022,14057,1,CNG,MP-04,Manual,HatchBack,625000
3956,Maruti Swift,2013,58209,1,PETROL,TN-18,Manual,HatchBack,422000
3957,Honda Amaze,2019,41781,1,DIESEL,MH-12,Manual,Sedan,885000
3958,Maruti Alto 800,2012,49614,2,PETROL,KA-53,Manual,HatchBack,243000
3959,Honda Jazz,2017,74151,2,PETROL,MH-12,Automatic,HatchBack,676000
3960,Mahindra XUV500,2014,95918,1,DIESEL,AP-28,Manual,Lux_SUV,800000
3961,Maruti Alto 800,2017,12277,1,PETROL,GJ-15,Manual,HatchBack,320000
3962,Honda Amaze,2015,43587,1,PETROL,DL-10,Manual,Sedan,644000
3963,Maruti S PRESSO,2020,59522,1,PETROL,GJ-23,Manual,HatchBack,458000
3964,KIA SELTOS,2020,48026,1,PETROL,TS-09,Automatic,SUV,1367250
3965,Honda City,2016,74174,2,PETROL,TS-09,Manual,Sedan,665000
3966,Hyundai Xcent,2018,66790,2,PETROL,MH-04,Manual,Sedan,321000
3967,Maruti Baleno,2017,38418,2,PETROL,TS-09,Manual,HatchBack,580000
3968,Nissan MAGNITE,2021,37014,1,PETROL,HR-30,Manual,SUV,673000
3969,Hyundai Grand i10,2017,43186,1,PETROL,DL-12,Manual,HatchBack,493000
3970,Maruti Vitara Brezza,2019,53096,1,DIESEL,DL-1C,Automatic,SUV,846000
3971,Renault Kwid,2018,52063,1,PETROL,CH-01,Manual,HatchBack,329000
3972,Hyundai Creta,2017,43503,2,PETROL,TN-10,Automatic,SUV,941000
3973,Hyundai i10,2012,33258,1,PETROL,HR-51,Manual,HatchBack,250000
3974,Maruti Baleno,2017,87044,1,PETROL,MH-02,Automatic,HatchBack,565000
